Date,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Snow (cm),Total Precip (mm),Spd of Max Gust (km/h)
18/03/2023,2023,3,18,3,-6.6,-1.8,0,0,53
19/03/2023,2023,3,19,-2.6,-9.2,-5.9,0,0,65
20/03/2023,2023,3,20,4.7,-3.8,0.5,0,0,50
21/03/2023,2023,3,21,3,-2.2,0.4,0,0,32
22/03/2023,2023,3,22,0.4,-5.4,-2.5,0,0.2,40
23/03/2023,2023,3,23,3.5,-1.5,1,0,9.6,43
24/03/2023,2023,3,24,2.4,-3.2,-0.4,0,0,33
25/03/2023,2023,3,25,,,,3.4,6.4,56
26/03/2023,2023,3,26,4.5,-0.5,2,0.2,2,53
27/03/2023,2023,3,27,6.9,-3.6,1.7,0,0,35
28/03/2023,2023,3,28,2.7,-5.6,-1.5,0,0,31
29/03/2023,2023,3,29,7.1,-7.2,-0.1,0.2,1.1,69
30/03/2023,2023,3,30,0.6,-10.1,-4.8,0,0,56
31/03/2023,2023,3,31,2.1,-5.8,-1.9,6,4.6,37
01/04/2023,2023,4,1,9.4,-4.7,2.4,0,9.4,58
02/04/2023,2023,4,2,0.6,-9.5,-4.5,0,0,55
03/04/2023,2023,4,3,8.5,-3.5,2.5,0.2,0,41
04/04/2023,2023,4,4,8.3,-0.4,4,0,0,45
05/04/2023,2023,4,5,0.7,-3,-1.2,0,38.5,67
06/04/2023,2023,4,6,9.4,0,4.7,0,0,50
07/04/2023,2023,4,7,3.8,-4.8,-0.5,0,0,64
08/04/2023,2023,4,8,6.1,-7.2,-0.6,0,0,33
09/04/2023,2023,4,9,10.8,-5,2.9,0,0,32
10/04/2023,2023,4,10,19,-0.9,9.1,0,0,51
11/04/2023,2023,4,11,20.8,8.3,14.6,0,0,67
12/04/2023,2023,4,12,19.1,7.3,13.2,0,0,
13/04/2023,2023,4,13,30.2,3.8,17,0,0,49
14/04/2023,2023,4,14,22.3,10,16.2,0,0,45
15/04/2023,2023,4,15,24.7,6,15.4,0,0,44
16/04/2023,2023,4,16,25.7,9.5,17.6,0,0,43
17/04/2023,2023,4,17,15.1,3.9,9.5,0,7,53
18/04/2023,2023,4,18,7.4,0.3,3.9,0,0.5,55
19/04/2023,2023,4,19,4.2,0.5,2.4,0,0,47
20/04/2023,2023,4,20,10.4,0.3,5.4,0,0,32
21/04/2023,2023,4,21,16.4,2.9,9.7,0,0,51
22/04/2023,2023,4,22,26.6,7.9,17.3,0,5.9,68
23/04/2023,2023,4,23,12.1,6.1,9.1,0,0.4,33
24/04/2023,2023,4,24,9.4,4,6.7,0,1.9,
25/04/2023,2023,4,25,10.9,0.2,5.6,0,0,45
26/04/2023,2023,4,26,9,0,4.5,0,1.5,
27/04/2023,2023,4,27,13,2.8,7.9,0,0,
28/04/2023,2023,4,28,18.8,1.9,10.4,0,0,45
29/04/2023,2023,4,29,12.9,7.5,10.2,0,10.7,67
30/04/2023,2023,4,30,12.6,7,9.8,0,32.1,62
01/05/2023,2023,5,1,11.6,3.3,7.5,0,16.9,56
02/05/2023,2023,5,2,11.8,3.1,7.5,0,3.3,37
03/05/2023,2023,5,3,10.2,5.8,8,0,10.8,50
04/05/2023,2023,5,4,10.4,5.1,7.8,0,0.5,38
05/05/2023,2023,5,5,17.9,5.4,11.7,0,0,33
06/05/2023,2023,5,6,21.9,5.1,13.5,0,0,46
07/05/2023,2023,5,7,21.9,5.5,13.7,0,0,39
08/05/2023,2023,5,8,17.3,5.5,11.4,0,0,48
09/05/2023,2023,5,9,17.3,2.6,10,0,0,38
10/05/2023,2023,5,10,22.8,3.1,13,0,0,48
11/05/2023,2023,5,11,26.1,8.5,17.3,0,0,45
12/05/2023,2023,5,12,26.1,12.7,19.4,0,0,59
13/05/2023,2023,5,13,20.2,6,13.1,0,0,54
14/05/2023,2023,5,14,17.5,4.4,11,0,0,48
15/05/2023,2023,5,15,23.7,3.9,13.8,0,0,62
16/05/2023,2023,5,16,19.5,2.3,10.9,0,0.4,58
17/05/2023,2023,5,17,9.9,-0.2,4.9,0,0,46
18/05/2023,2023,5,18,16.4,-3.1,6.7,0,0,33
19/05/2023,2023,5,19,22.2,1.1,11.7,0,0,58
20/05/2023,2023,5,20,16.6,12.4,14.5,0,14.1,32
21/05/2023,2023,5,21,22.3,7.8,15.1,0,0,44
22/05/2023,2023,5,22,17.3,4.2,10.8,0,0,31
23/05/2023,2023,5,23,23.6,2.6,13.1,0,0,38
24/05/2023,2023,5,24,15.4,5.2,10.3,0,7.9,51
25/05/2023,2023,5,25,17.7,4,10.9,0,0,42
26/05/2023,2023,5,26,21.6,3.5,12.6,0,0,
27/05/2023,2023,5,27,28.1,7.2,17.7,0,0,44
28/05/2023,2023,5,28,30.4,9.2,19.8,0,0,42
29/05/2023,2023,5,29,24.1,10,17.1,0,0,48
30/05/2023,2023,5,30,27.8,8,17.9,0,0,
31/05/2023,2023,5,31,32.5,10.6,21.6,0,0,
01/06/2023,2023,6,1,35.1,15,25.1,0,0,56
02/06/2023,2023,6,2,32.2,14.4,23.3,0,0,72
03/06/2023,2023,6,3,21.7,9.7,15.7,0,0,63
04/06/2023,2023,6,4,23,6.2,14.6,0,0,52
05/06/2023,2023,6,5,22.1,7.9,15,0,0,36
06/06/2023,2023,6,6,22.2,12.1,17.2,0,0.3,
07/06/2023,2023,6,7,16.1,10.2,13.2,0,0,46
08/06/2023,2023,6,8,17.9,9.3,13.6,0,3.4,37
09/06/2023,2023,6,9,19.5,8.9,14.2,0,3.5,32
10/06/2023,2023,6,10,23.9,9,16.5,0,0,
11/06/2023,2023,6,11,23.2,9.9,16.6,0,0,
12/06/2023,2023,6,12,27.5,15.9,21.7,0,1.1,57
13/06/2023,2023,6,13,22.4,9.2,15.8,0,11.1,37
14/06/2023,2023,6,14,18,7.9,13,0,1.5,39
15/06/2023,2023,6,15,26.7,14.4,20.6,0,0,45
16/06/2023,2023,6,16,25.6,15.7,20.7,0,0,45
17/06/2023,2023,6,17,20.6,13.6,17.1,0,0,47
18/06/2023,2023,6,18,23,12.8,17.9,0,0,
19/06/2023,2023,6,19,22.9,12.7,17.8,0,0.8,44
20/06/2023,2023,6,20,28.5,11.9,20.2,0,0,45
21/06/2023,2023,6,21,28.5,14.1,21.3,0,0,45
22/06/2023,2023,6,22,29.4,14.4,21.9,0,0,
23/06/2023,2023,6,23,30.4,15.1,22.8,0,0,32
24/06/2023,2023,6,24,28,18.6,23.3,0,25.8,
25/06/2023,2023,6,25,26.6,17.3,22,0,0,44
26/06/2023,2023,6,26,28.5,17.9,23.2,0,24.2,57
27/06/2023,2023,6,27,26.6,17.6,22.1,0,7.9,44
28/06/2023,2023,6,28,20,14.9,17.5,0,3.2,35
29/06/2023,2023,6,29,27,16.7,21.9,0,0,38
30/06/2023,2023,6,30,26.2,12.8,19.5,0,0,
01/07/2023,2023,7,1,27.6,18.5,23.1,0,8.7,71
02/07/2023,2023,7,2,27.4,18.1,22.8,0,0,
03/07/2023,2023,7,3,28.8,18.1,23.5,0,0,
04/07/2023,2023,7,4,31.1,17.3,24.2,0,0,43
05/07/2023,2023,7,5,33.1,17.7,25.4,0,0,32
06/07/2023,2023,7,6,33.7,19.6,26.7,0,0.4,46
07/07/2023,2023,7,7,29,20.2,24.6,0,2.5,38
08/07/2023,2023,7,8,27.8,19,23.4,0,0,44
09/07/2023,2023,7,9,27,16.8,21.9,0,3.8,
10/07/2023,2023,7,10,27.4,17.5,22.5,0,0,38
11/07/2023,2023,7,11,31.6,16.4,24,0,12.5,52
12/07/2023,2023,7,12,26.1,14.1,20.1,0,0.3,33
13/07/2023,2023,7,13,25.7,15.2,20.5,0,10.1,67
14/07/2023,2023,7,14,25.6,13.2,19.4,0,0,
15/07/2023,2023,7,15,26.9,13.5,20.2,0,0,
16/07/2023,2023,7,16,26.9,19.1,23,0,33.2,41
17/07/2023,2023,7,17,28,18.2,23.1,0,1.9,51
18/07/2023,2023,7,18,27.8,15.6,21.7,0,3.4,43
19/07/2023,2023,7,19,26.2,12.9,19.6,0,0,37
20/07/2023,2023,7,20,27.6,14.7,21.2,0,2.9,45
21/07/2023,2023,7,21,23.8,16.8,20.3,0,23.8,59
22/07/2023,2023,7,22,25.9,14,20,0,0,44
23/07/2023,2023,7,23,28.6,11.8,20.2,0,0,
24/07/2023,2023,7,24,29.1,16.4,22.8,0,1.6,45
25/07/2023,2023,7,25,26.8,15.9,21.4,0,0.3,
26/07/2023,2023,7,26,28.9,16.1,22.5,0,1.4,49
27/07/2023,2023,7,27,28.2,18.4,23.3,0,22,45
28/07/2023,2023,7,28,28.3,18.3,23.3,0,12.9,73
29/07/2023,2023,7,29,19.2,10.8,15,0,0,44
30/07/2023,2023,7,30,25,8.5,16.8,0,0.7,50
31/07/2023,2023,7,31,21.5,11,16.3,0,0,46
01/08/2023,2023,8,1,22.4,9.2,15.8,0,0,35
02/08/2023,2023,8,2,26.5,8.5,17.5,0,0,36
03/08/2023,2023,8,3,26.2,15.7,21,0,12,66
04/08/2023,2023,8,4,25.9,16.3,21.1,0,1.4,41
05/08/2023,2023,8,5,25.3,12,18.7,0,0,41
06/08/2023,2023,8,6,26.7,13.3,20,0,0,
07/08/2023,2023,8,7,20.1,16.1,18.1,0,36.9,60
08/08/2023,2023,8,8,22.6,16,19.3,0,0,50
09/08/2023,2023,8,9,28.3,14.4,21.4,0,0,43
10/08/2023,2023,8,10,23.9,14.3,19.1,0,38.3,58
11/08/2023,2023,8,11,22.9,13,18,0,0,46
12/08/2023,2023,8,12,23.5,13.3,18.4,0,5.5,44
13/08/2023,2023,8,13,23.8,15.2,19.5,0,1,43
14/08/2023,2023,8,14,23.4,13.9,18.7,0,0,33
15/08/2023,2023,8,15,23.8,14.2,19,0,0,
16/08/2023,2023,8,16,27.6,16.6,22.1,0,0,
17/08/2023,2023,8,17,27.4,16.3,21.9,0,1.2,45
18/08/2023,2023,8,18,22.7,13.6,18.2,0,4.5,53
19/08/2023,2023,8,19,23.4,12.9,18.2,0,2.1,45
20/08/2023,2023,8,20,26.6,14,20.3,0,0,46
21/08/2023,2023,8,21,22.3,13.6,18,0,0,53
22/08/2023,2023,8,22,25.2,10.3,17.8,0,0,45
23/08/2023,2023,8,23,26.3,11.2,18.8,0,0,42
24/08/2023,2023,8,24,24.1,13,18.6,0,2.7,44
25/08/2023,2023,8,25,24.1,15.8,20,0,0.5,
26/08/2023,2023,8,26,20.4,13.9,17.2,0,0,53
27/08/2023,2023,8,27,24.1,10.7,17.4,0,0,
28/08/2023,2023,8,28,24.8,8.7,16.8,0,0,
29/08/2023,2023,8,29,26.5,9.6,18.1,0,0,
30/08/2023,2023,8,30,20.9,9.5,15.2,0,4.7,57
31/08/2023,2023,8,31,21.6,6.2,13.9,0,0,35
01/09/2023,2023,9,1,24.1,8.1,16.1,0,0,
02/09/2023,2023,9,2,25,11.8,18.4,0,0,45
03/09/2023,2023,9,3,29.5,16.6,23.1,0,0,31
04/09/2023,2023,9,4,30.3,17.8,24.1,0,0,
05/09/2023,2023,9,5,32.5,18.2,25.4,0,0,
06/09/2023,2023,9,6,32.6,18.5,25.6,0,0,
07/09/2023,2023,9,7,30.1,19.2,24.7,0,1.9,35
08/09/2023,2023,9,8,20.2,13.1,16.7,0,3.3,32
09/09/2023,2023,9,9,22.7,9.6,16.2,0,0,
10/09/2023,2023,9,10,21.7,12,16.9,0,0.6,44
11/09/2023,2023,9,11,24.5,11.7,18.1,0,0,
12/09/2023,2023,9,12,19.8,12,15.9,0,0,
13/09/2023,2023,9,13,22,10.3,16.2,0,0,39
14/09/2023,2023,9,14,16.4,7.5,12,0,0,37
15/09/2023,2023,9,15,21.9,6,14,0,0,
16/09/2023,2023,9,16,22.9,7.7,15.3,0,0,37
17/09/2023,2023,9,17,24.4,9.2,16.8,0,0,
18/09/2023,2023,9,18,21.6,10.8,16.2,0,5.9,41
19/09/2023,2023,9,19,20.2,8.7,14.5,0,13,41
20/09/2023,2023,9,20,18.6,6.2,12.4,0,0,33
21/09/2023,2023,9,21,21.3,5.3,13.3,0,0,
22/09/2023,2023,9,22,22.8,5.7,14.3,0,0,
23/09/2023,2023,9,23,21.9,8.9,15.4,0,0,
24/09/2023,2023,9,24,24.8,9.8,17.3,0,0,36
25/09/2023,2023,9,25,21.2,10.4,15.8,0,0,48
26/09/2023,2023,9,26,18.8,7.3,13.1,0,0,32
27/09/2023,2023,9,27,19.2,5.2,12.2,0,0,
28/09/2023,2023,9,28,22,6.4,14.2,0,0,
29/09/2023,2023,9,29,21.9,9.6,15.8,0,0,
30/09/2023,2023,9,30,24,11.4,17.7,0,0,
01/10/2023,2023,10,1,25.7,11,18.4,0,0,
02/10/2023,2023,10,2,24.9,9.2,17.1,0,0,
03/10/2023,2023,10,3,30.9,15.1,23,0,0,31
04/10/2023,2023,10,4,30.1,13.4,21.8,0,0,
05/10/2023,2023,10,5,27.1,16.2,21.7,0,0,41
06/10/2023,2023,10,6,21.6,15.6,18.6,0,5.6,53
07/10/2023,2023,10,7,16.8,8.9,12.9,0,22.4,46
08/10/2023,2023,10,8,12.8,4.3,8.6,0,1.4,45
09/10/2023,2023,10,9,9.7,4.9,7.3,0,10.2,42
10/10/2023,2023,10,10,12.1,5.9,9,0,0.9,36
11/10/2023,2023,10,11,13.4,6.8,10.1,0,3,33
12/10/2023,2023,10,12,12.7,3.4,8.1,0,0,38
13/10/2023,2023,10,13,15.3,3.8,9.6,0,0,35
14/10/2023,2023,10,14,14.3,5.4,9.9,0,0,
15/10/2023,2023,10,15,12,4.3,8.2,0,0.2,37
16/10/2023,2023,10,16,14.8,4.7,9.8,0,0,39
17/10/2023,2023,10,17,13.8,2,7.9,0,0,
18/10/2023,2023,10,18,14.7,4.5,9.6,0,0,
19/10/2023,2023,10,19,17,8.7,12.9,0,0,33
20/10/2023,2023,10,20,19.3,10.4,14.9,0,5.6,37
21/10/2023,2023,10,21,13.1,6.1,9.6,0,6,47
22/10/2023,2023,10,22,6.2,4.1,5.2,0,7.8,48
23/10/2023,2023,10,23,10.3,-0.3,5,0,0,
24/10/2023,2023,10,24,11.8,3.9,7.9,0,1.9,
25/10/2023,2023,10,25,17.6,8.4,13,0,2.8,32
26/10/2023,2023,10,26,16.8,14.4,15.6,0,8,
27/10/2023,2023,10,27,20.3,14.8,17.6,0,1.2,36
28/10/2023,2023,10,28,18.5,4,11.3,0,0,63
29/10/2023,2023,10,29,4.8,2.5,3.7,0,0,
30/10/2023,2023,10,30,4,-1.9,1.1,2.8,1.4,
31/10/2023,2023,10,31,3.7,-5.3,-0.8,0,0,43
01/11/2023,2023,11,1,1.2,-3.4,-1.1,0,0,34
02/11/2023,2023,11,2,7.9,-3.7,2.1,0,0,39
03/11/2023,2023,11,3,12.5,4.1,8.3,0,0.7,63
04/11/2023,2023,11,4,9.6,0.1,4.9,0,0,32
05/11/2023,2023,11,5,7,-3.9,1.6,0,0,32
06/11/2023,2023,11,6,9.8,-4.9,2.5,0,0.6,41
07/11/2023,2023,11,7,11,-1.7,4.7,0,7.2,55
08/11/2023,2023,11,8,2.5,-3.2,-0.4,0,0,43
09/11/2023,2023,11,9,2.9,-2,0.5,3.2,2.9,40
10/11/2023,2023,11,10,6.9,-2.3,2.3,0,1.4,45
11/11/2023,2023,11,11,1.5,-5,-1.8,0,0,
12/11/2023,2023,11,12,2.2,-6.8,-2.3,0,0,
13/11/2023,2023,11,13,-0.8,-8.2,-4.5,1.4,2.4,
14/11/2023,2023,11,14,5,-1.2,1.9,1.8,1.2,31
15/11/2023,2023,11,15,9.4,-1.6,3.9,0,0,36
16/11/2023,2023,11,16,12,-2.6,4.7,0,0,
17/11/2023,2023,11,17,15,-1.3,6.9,0,2.4,52
18/11/2023,2023,11,18,4.1,-4.1,0,0,0,
19/11/2023,2023,11,19,4.5,-7.1,-1.3,0,0,45
20/11/2023,2023,11,20,-0.8,-9.4,-5.1,0,0,
21/11/2023,2023,11,21,-0.3,-9.6,-5,2.2,5.2,43
22/11/2023,2023,11,22,1.9,-0.3,0.8,0,4,
23/11/2023,2023,11,23,4,-2.9,0.6,0,0,52
24/11/2023,2023,11,24,-2.9,-10.2,-6.6,0,0,54
25/11/2023,2023,11,25,3.8,-10.2,-3.2,0,0,40
26/11/2023,2023,11,26,4.8,-4.2,0.3,0,0.5,32
27/11/2023,2023,11,27,5.2,-2.5,1.4,0,0,60
28/11/2023,2023,11,28,-2.3,-9.2,-5.8,0,0,51
29/11/2023,2023,11,29,0.9,-9.2,-4.2,0.2,0.2,48
30/11/2023,2023,11,30,6.2,-1.9,2.2,0,0,50
01/12/2023,2023,12,1,7.6,0.6,4.1,0,1,32
02/12/2023,2023,12,2,0.9,-0.8,0.1,3.8,2.4,
03/12/2023,2023,12,3,0,-1.2,-0.6,1,12.7,42
04/12/2023,2023,12,4,-0.7,-3.7,-2.2,12.2,8.7,
05/12/2023,2023,12,5,-2.8,-6.2,-4.5,2.2,1,
06/12/2023,2023,12,6,-6.2,-15.6,-10.9,0.2,0.2,
07/12/2023,2023,12,7,-7.9,-14.7,-11.3,3,1.2,
08/12/2023,2023,12,8,-4,-8.1,-6.1,0.4,0.2,37
09/12/2023,2023,12,9,0.4,-4,-1.8,0,0.3,
10/12/2023,2023,12,10,4.3,0.1,2.2,0,8.8,
11/12/2023,2023,12,11,1,-6.9,-3,1.6,1,49
12/12/2023,2023,12,12,2.6,-7.5,-2.5,1.1,0.9,53
13/12/2023,2023,12,13,-1,-9.5,-5.3,0,0,53
14/12/2023,2023,12,14,1.6,-10.7,-4.6,0,0,38
15/12/2023,2023,12,15,8.7,1,4.9,0,0,36
16/12/2023,2023,12,16,3.8,-1.6,1.1,0,0,31
17/12/2023,2023,12,17,7,-1.7,2.7,0,6.2,32
18/12/2023,2023,12,18,7.1,-0.1,3.5,0,28.4,39
19/12/2023,2023,12,19,0.2,-9.4,-4.6,1.6,1,48
20/12/2023,2023,12,20,-0.9,-10.1,-5.5,0,0,36
21/12/2023,2023,12,21,-5.3,-12.1,-8.7,0,0,37
22/12/2023,2023,12,22,-5.2,-13.2,-9.2,0,0,
23/12/2023,2023,12,23,-3,-10.7,-6.9,0.4,0.2,
24/12/2023,2023,12,24,0.6,-3.2,-1.3,0,0,
25/12/2023,2023,12,25,2.1,-0.2,1,0,0,
26/12/2023,2023,12,26,6.6,-1.2,2.7,0,0.4,
27/12/2023,2023,12,27,4.1,2.7,3.4,0,2.6,42
28/12/2023,2023,12,28,4.1,2.3,3.2,0,6,36
29/12/2023,2023,12,29,4.3,-1.3,1.5,0,7.3,
30/12/2023,2023,12,30,-0.1,-4.9,-2.5,0,0,35
31/12/2023,2023,12,31,-4.8,-8,-6.4,0,0,
01/01/2024,2024,1,1,-4.3,-8.8,-6.6,0,0,
02/01/2024,2024,1,2,0.6,-7,-3.2,0,0,37
03/01/2024,2024,1,3,2.5,-0.5,1,0.4,0.2,32
04/01/2024,2024,1,4,0.1,-14.5,-7.2,0,0,52
05/01/2024,2024,1,5,-1.9,-14.4,-8.2,0,0,36
06/01/2024,2024,1,6,-2.9,-10.9,-6.9,5.4,3.4,41
07/01/2024,2024,1,7,-5.1,-10.2,-7.7,7.4,4.8,34
08/01/2024,2024,1,8,-1.9,-6.6,-4.3,0,0,
09/01/2024,2024,1,9,0.4,-6.5,-3.1,8.6,7.8,62
10/01/2024,2024,1,10,5,-5.3,-0.2,0,4.2,58
11/01/2024,2024,1,11,-5.1,-8.5,-6.8,0.8,0.6,37
12/01/2024,2024,1,12,-5.2,-10.4,-7.8,4.2,2,62
13/01/2024,2024,1,13,1.9,-6.4,-2.3,14.8,10.1,70
14/01/2024,2024,1,14,-3,-8.4,-5.7,0,0,73
15/01/2024,2024,1,15,-7.2,-12.3,-9.8,0,0,44
16/01/2024,2024,1,16,-7.8,-16.1,-12,6.8,3.4,
17/01/2024,2024,1,17,-9.2,-17.1,-13.2,0,0,42
18/01/2024,2024,1,18,-7.5,-12.8,-10.2,0.2,0,
19/01/2024,2024,1,19,-10.7,-17.8,-14.3,0,0,37
20/01/2024,2024,1,20,-11.5,-17.1,-14.3,0.2,0.2,42
21/01/2024,2024,1,21,-10.4,-18.7,-14.6,0,0,32
22/01/2024,2024,1,22,-1.3,-12.1,-6.7,2.2,1.4,48
23/01/2024,2024,1,23,-1.2,-9.5,-5.4,0.6,0.4,38
24/01/2024,2024,1,24,-3.5,-10.9,-7.2,2.8,6.4,38
25/01/2024,2024,1,25,0.1,-3.7,-1.8,0,0.3,
26/01/2024,2024,1,26,1.6,-1.3,0.2,0,6.6,33
27/01/2024,2024,1,27,1.1,-0.2,0.5,0.2,0.2,
28/01/2024,2024,1,28,1.6,-0.6,0.5,0,0,
29/01/2024,2024,1,29,-0.2,-7.9,-4.1,0,0,32
30/01/2024,2024,1,30,-4,-7.7,-5.9,0,0,37
31/01/2024,2024,1,31,2,-8,-3,0,0,
01/02/2024,2024,2,1,2.7,0.5,1.6,0,0.5,32
02/02/2024,2024,2,2,1.7,-4.4,-1.4,0,0,39
03/02/2024,2024,2,3,-2.3,-6.8,-4.6,0,0,
04/02/2024,2024,2,4,-0.6,-7.7,-4.2,0,0,
05/02/2024,2024,2,5,1.7,-6.3,-2.3,0,0,
06/02/2024,2024,2,6,0.4,-8.9,-4.3,0,0,
07/02/2024,2024,2,7,-0.3,-8.8,-4.6,0,0,
08/02/2024,2024,2,8,4,-6.3,-1.2,0,0,
09/02/2024,2024,2,9,9.9,-1.3,4.3,0,1.4,36
10/02/2024,2024,2,10,6,2.2,4.1,0,0,31
11/02/2024,2024,2,11,2.7,-0.3,1.2,0,0,37
12/02/2024,2024,2,12,2.2,-4.3,-1.1,0,0,
13/02/2024,2024,2,13,2.4,-9.7,-3.7,0.2,0.2,57
14/02/2024,2024,2,14,-5.1,-10.7,-7.9,0,0,48
15/02/2024,2024,2,15,-4.2,-13.2,-8.7,9.8,7.4,38
16/02/2024,2024,2,16,-2.4,-10.2,-6.3,1,0.6,49
17/02/2024,2024,2,17,-8.7,-16.4,-12.6,0,0,40
18/02/2024,2024,2,18,-1.8,-15.2,-8.5,3.2,2.4,60
19/02/2024,2024,2,19,-9.7,-16.2,-13,0,0,50
20/02/2024,2024,2,20,-7,-13.1,-10.1,0,0,
21/02/2024,2024,2,21,4.8,-14.2,-4.7,0,0,
22/02/2024,2024,2,22,7.5,0.2,3.9,0.4,0.9,32
23/02/2024,2024,2,23,4,-12.9,-4.5,0,0,50
24/02/2024,2024,2,24,-9.6,-16.9,-13.3,0,0,39
25/02/2024,2024,2,25,1.5,-14.6,-6.6,0,0,44
26/02/2024,2024,2,26,4,-2,1,0.6,0.4,46
27/02/2024,2024,2,27,11.9,-2.5,4.7,0,0,
28/02/2024,2024,2,28,15.7,-12.9,1.4,0,2.2,94
29/02/2024,2024,2,29,-7.9,-13.7,-10.8,0,0,67
01/03/2024,2024,3,1,6,-12.4,-3.2,0,0,32
02/03/2024,2024,3,2,6.2,-4.3,1,0,0,37
03/03/2024,2024,3,3,7.4,0.1,3.8,0,0,
04/03/2024,2024,3,4,11.9,1.1,6.5,0,0,31
05/03/2024,2024,3,5,17.5,-0.6,8.5,0,1.4,36
06/03/2024,2024,3,6,6.1,3.5,4.8,0,2.5,32
07/03/2024,2024,3,7,11,-2.1,4.5,0,0,33
08/03/2024,2024,3,8,8.5,-2.9,2.8,0,0,36
09/03/2024,2024,3,9,8.1,0.3,4.2,0,13.7,61
10/03/2024,2024,3,10,4.6,-4.9,-0.2,1.6,8.3,52
11/03/2024,2024,3,11,4.9,-4,0.5,0,0,62
12/03/2024,2024,3,12,11.3,-4.1,3.6,0,0,31
13/03/2024,2024,3,13,10.2,-1.1,4.6,0,0,36
14/03/2024,2024,3,14,13.2,-3.6,4.8,0,1.2,
15/03/2024,2024,3,15,12.2,0.3,6.3,0,1.5,35
16/03/2024,2024,3,16,6.5,-2.8,1.9,0,2.1,45
17/03/2024,2024,3,17,6.7,0.5,3.6,0,5.5,40
18/03/2024,2024,3,18,1.1,-5.2,-2.1,1,0.4,48
19/03/2024,2024,3,19,-0.1,-8.3,-4.2,0.8,0.4,39
20/03/2024,2024,3,20,4.1,-8,-2,0,0,62
21/03/2024,2024,3,21,-3.7,-10.9,-7.3,0.6,0.2,58
22/03/2024,2024,3,22,-4.1,-13.8,-9,0,0,
23/03/2024,2024,3,23,-0.7,-9.4,-5.1,1.2,0.8,42
24/03/2024,2024,3,24,1.3,-8.9,-3.8,0,0,41
25/03/2024,2024,3,25,10,-6.9,1.6,0,0,42
26/03/2024,2024,3,26,11.6,-1.2,5.2,0,0,52
27/03/2024,2024,3,27,16,4.5,10.3,0,1.4,43
28/03/2024,2024,3,28,9.8,0.2,5,0,0,40
29/03/2024,2024,3,29,7.4,-3.2,2.1,0,0,55
30/03/2024,2024,3,30,6.9,-2,2.5,0,0,54
31/03/2024,2024,3,31,10.8,-0.4,5.2,0,0,41
01/04/2024,2024,4,1,11.6,-2.9,4.4,0,0,43
02/04/2024,2024,4,2,11.6,-3.4,4.1,0,0,53
03/04/2024,2024,4,3,,,,9.8,22.1,67
04/04/2024,2024,4,4,0.6,-1.5,-0.5,8.8,5.4,63
05/04/2024,2024,4,5,5.4,0,2.7,1,3,41
06/04/2024,2024,4,6,12,2.4,7.2,0,0,38
07/04/2024,2024,4,7,16.4,-2.2,7.1,0,0,32
08/04/2024,2024,4,8,18.4,0.1,9.3,0,0,34
09/04/2024,2024,4,9,21.1,3.8,12.5,0,0,33
10/04/2024,2024,4,10,22.2,5.8,14,0,0.2,42
11/04/2024,2024,4,11,13,4.1,8.6,0,19.1,43
12/04/2024,2024,4,12,16.5,6.3,11.4,0,4.5,68
13/04/2024,2024,4,13,6.4,1,3.7,0,2.6,57
14/04/2024,2024,4,14,9,0.5,4.8,0,1.6,31
15/04/2024,2024,4,15,14.7,3,8.9,0,1.2,48
16/04/2024,2024,4,16,14.7,-0.2,7.3,0,0,45
17/04/2024,2024,4,17,11.4,-1.9,4.8,0,0,53
18/04/2024,2024,4,18,8.6,3.4,6,0,6.3,48
19/04/2024,2024,4,19,11.8,5,8.4,0,1.8,54
20/04/2024,2024,4,20,8,0.6,4.3,0,1,67
21/04/2024,2024,4,21,9.6,-1.9,3.9,0,0.3,58
22/04/2024,2024,4,22,11.4,-4.4,3.5,0,0,44
23/04/2024,2024,4,23,17.8,1.8,9.8,0,9,70
24/04/2024,2024,4,24,8.7,-3.4,2.7,0,5.8,58
25/04/2024,2024,4,25,8.8,-4,2.4,0,0,31
26/04/2024,2024,4,26,14.3,-2.8,5.8,0,0,
27/04/2024,2024,4,27,19.9,2,11,0,2.9,46
28/04/2024,2024,4,28,21.4,7.4,14.4,0,3.7,47
29/04/2024,2024,4,29,11.6,4.9,8.3,0,3.2,49
30/04/2024,2024,4,30,8.1,5.5,6.8,0,14.1,48
01/05/2024,2024,5,1,15.5,5.3,10.4,0,1.2,
02/05/2024,2024,5,2,19,5.8,12.4,0,0,37
03/05/2024,2024,5,3,19.4,7,13.2,0,0,35
04/05/2024,2024,5,4,23.6,11.8,17.7,0,0,37
05/05/2024,2024,5,5,16,11,13.5,0,12.4,42
06/05/2024,2024,5,6,21.1,7.7,14.4,0,0,43
07/05/2024,2024,5,7,21.7,5.9,13.8,0,0,33
08/05/2024,2024,5,8,14.6,6.7,10.7,0,11,45
09/05/2024,2024,5,9,,,,0,0,37
10/05/2024,2024,5,10,17.6,5.1,11.4,0,0,33
11/05/2024,2024,5,11,17.7,4.6,11.2,0,1.7,42
12/05/2024,2024,5,12,16.8,8.5,12.7,0,7.8,
13/05/2024,2024,5,13,19.1,8.6,13.9,0,0.3,51
14/05/2024,2024,5,14,21.4,12.8,17.1,0,4.9,32
15/05/2024,2024,5,15,20,10.9,15.5,0,0.2,31
