Date,Year,Month,Day,Mean Temp (°C),Min Temp (°C),Max Temp (°C),Total Precip (mm),Spd of Max Gust (km/h)
04/10/2021,2021,4,10,25.7,22,29,1,37
04/11/2021,2021,4,11,27,25,29,1,37
04/12/2021,2021,4,12,25.4,22.6,29.2,1,37
13/04/2021,2021,4,13,26.4,23.4,29,1,37
14/04/2021,2021,4,14,26.9,25,30,1,37
15/04/2021,2021,4,15,26.6,24.4,29,1,37
16/04/2021,2021,4,16,24.5,22,26.4,1,37
17/04/2021,2021,4,17,27.6,24.9,32,1,37
18/04/2021,2021,4,18,25.4,24,27,1,37
19/04/2021,2021,4,19,27,25,29.4,1,37
20/04/2021,2021,4,20,26.8,24.9,29.2,1,37
21/04/2021,2021,4,21,25.6,23,28.2,1,37
22/04/2021,2021,4,22,25.8,25,27.4,1,37
23/04/2021,2021,4,23,25.4,22,27,1,37
24/04/2021,2021,4,24,25.9,24.1,26.8,1,37
25/04/2021,2021,4,25,26.1,24,28,1,37
26/04/2021,2021,4,26,25.4,24,26.8,1,37
27/04/2021,2021,4,27,24.5,23,26,1,37
28/04/2021,2021,4,28,24.8,23.9,26.2,1,37
29/04/2021,2021,4,29,25,23,27,1,37
30/04/2021,2021,4,30,26.1,25,28.4,1,37
05/01/2021,2021,5,1,25.6,23,28.1,1,37
05/02/2021,2021,5,2,25.5,22,29,1,37
05/03/2021,2021,5,3,26,23,29.1,1,37
05/04/2021,2021,5,4,26.4,24,29,1,37
05/05/2021,2021,5,5,25.5,22.9,29.1,1,37
05/06/2021,2021,5,6,24.2,22,29,1,37
05/07/2021,2021,5,7,24.4,21.1,28,1,46.3
05/08/2021,2021,5,8,24.2,22,27.1,1,33.3
05/09/2021,2021,5,9,23.7,19,27,1,37
05/10/2021,2021,5,10,23.6,18.9,27,1,37
05/11/2021,2021,5,11,24.2,21,28.3,1,38.9
05/12/2021,2021,5,12,23.9,20,28,1,37
13/05/2021,2021,5,13,25.7,24,28,1,46.3
14/05/2021,2021,5,14,25.9,24,28,1,51.8
15/05/2021,2021,5,15,25.4,24,27.2,1,57.4
16/05/2021,2021,5,16,25.2,22,28,1,55.5
17/05/2021,2021,5,17,25.6,24,28,1,51.8
18/05/2021,2021,5,18,24.8,22,28.6,1,42.6
19/05/2021,2021,5,19,23.6,21,27,1,38.9
20/05/2021,2021,5,20,23.4,22,25,1,66.7
21/05/2021,2021,5,21,23.6,21,30,1,64.8
22/05/2021,2021,5,22,23.1,20,25.1,1,61.1
23/05/2021,2021,5,23,23.3,20,26,1,48.2
24/05/2021,2021,5,24,23,21,25.2,1,40.8
25/05/2021,2021,5,25,23.4,22,25.4,1,35.2
26/05/2021,2021,5,26,23.4,19.9,26.2,1,33.3
27/05/2021,2021,5,27,23.8,21,27,1,27.8
28/05/2021,2021,5,28,23.9,22,27,1,25.9
29/05/2021,2021,5,29,24.2,22,26,1,29.6
30/05/2021,2021,5,30,24.8,22,28,1,31.5
31/05/2021,2021,5,31,23.5,20,27.1,1,33.3
06/01/2021,2021,6,1,22.6,19,26.5,1,38.9
06/02/2021,2021,6,2,24.5,22,28,1,50
06/03/2021,2021,6,3,25.1,23,28,1,53.7
06/04/2021,2021,6,4,23.2,21,27,1,50
06/05/2021,2021,6,5,23.9,21,27.1,1,46.3
06/06/2021,2021,6,6,23.2,19,27,1,25.9
06/07/2021,2021,6,7,23.5,22,25.7,1,55.5
06/08/2021,2021,6,8,22.6,21,24.2,1,59.3
06/09/2021,2021,6,9,22.3,19.9,25,1,51.8
06/10/2021,2021,6,10,23.8,22,25.1,1,53.7
06/11/2021,2021,6,11,24.1,23,26,1,53.7
06/12/2021,2021,6,12,24.3,23,25.3,1,55.5
13/06/2021,2021,6,13,24.4,23,27,1,50
14/06/2021,2021,6,14,23.6,21.5,26.2,1,48.2
15/06/2021,2021,6,15,23.2,19.7,27.1,1,33.3
16/06/2021,2021,6,16,22.3,20,25,1,27.8
17/06/2021,2021,6,17,22.3,20,25,1,48.2
18/06/2021,2021,6,18,22.7,20,26,1,48.2
19/06/2021,2021,6,19,22.2,18.8,25,1,40.8
20/06/2021,2021,6,20,22.5,20,24.5,1,50
21/06/2021,2021,6,21,21.5,20.2,23,1,48.2
22/06/2021,2021,6,22,20.7,18.9,23,1,42.6
23/06/2021,2021,6,23,22.1,19,25,1,46.3
24/06/2021,2021,6,24,22,20,25,1,44.5
25/06/2021,2021,6,25,22.2,19.3,25.4,1,40.8
26/06/2021,2021,6,26,20.7,18.5,23.1,21.1,42.6
27/06/2021,2021,6,27,23.4,21,26,21.1,40.8
28/06/2021,2021,6,28,23.1,21,25.4,21.1,46.3
29/06/2021,2021,6,29,22.8,21,25,1,48.2
30/06/2021,2021,6,30,23.4,22,25,1,46.3
07/01/2021,2021,7,1,23.2,21,25,1,51.8
07/02/2021,2021,7,2,23.2,22,25.1,1,42.6
07/03/2021,2021,7,3,22.4,20.9,25,1,40.8
07/04/2021,2021,7,4,23.1,21.5,25.1,1,44.5
07/05/2021,2021,7,5,23.4,22,25.5,1,46.3
07/06/2021,2021,7,6,23.1,21,26,1,44.5
07/07/2021,2021,7,7,22.3,21,24.8,1,51.8
07/08/2021,2021,7,8,23.3,21,26,1,48.2
07/09/2021,2021,7,9,22.7,21,24,1,61.1
07/10/2021,2021,7,10,23.2,21.9,25.2,1,59.3
07/11/2021,2021,7,11,22.4,20,25,1,55.5
07/12/2021,2021,7,12,21.7,20,24.2,1,51.8
13/07/2021,2021,7,13,22.2,21,24,1,55.5
14/07/2021,2021,7,14,21.9,20.6,23.2,1,51.8
15/07/2021,2021,7,15,21.7,17,25,1,50
16/07/2021,2021,7,16,22.1,19.9,25,1,50
17/07/2021,2021,7,17,22.2,21,24,1,59.3
18/07/2021,2021,7,18,22.2,20,25,1,51.8
19/07/2021,2021,7,19,22,19,25,1,48.2
20/07/2021,2021,7,20,21.9,21,24,1,55.5
21/07/2021,2021,7,21,21.8,20,25,1,55.5
22/07/2021,2021,7,22,21.6,18,24,1,51.8
23/07/2021,2021,7,23,22.3,20,25,1,48.2
24/07/2021,2021,7,24,21.6,18.4,25,1,37
25/07/2021,2021,7,25,22.5,21,25,1,48.2
26/07/2021,2021,7,26,21.5,19,24.3,1,44.5
27/07/2021,2021,7,27,20.9,18.8,24,1,44.5
28/07/2021,2021,7,28,20.9,19,23.7,1,57.4
29/07/2021,2021,7,29,21.9,19,24.1,1,61.1
30/07/2021,2021,7,30,21.7,19.1,24,1,55.5
31/07/2021,2021,7,31,22.1,20,24,1,50
08/01/2021,2021,8,1,22.1,21,24,1,55.5
08/02/2021,2021,8,2,20.9,16,25,1,42.6
08/03/2021,2021,8,3,19.5,14.2,24.1,1,27.8
08/04/2021,2021,8,4,21.2,20,23,1,51.8
08/05/2021,2021,8,5,21.2,20,23.2,1,51.8
08/06/2021,2021,8,6,20.8,18,24,1,46.3
08/07/2021,2021,8,7,21.9,20,25,1,42.6
08/08/2021,2021,8,8,20.9,18.5,24,1,44.5
08/09/2021,2021,8,9,21.4,19,26,1,37
08/10/2021,2021,8,10,21.9,19.5,25.5,1,27.8
08/11/2021,2021,8,11,22.1,19.1,25,9.9,31.5
08/12/2021,2021,8,12,22.9,21,25,9.9,44.5
13/08/2021,2021,8,13,22.3,18,25.1,9.9,35.2
14/08/2021,2021,8,14,21.2,16.7,24.5,1,29.6
15/08/2021,2021,8,15,21.1,19,22.8,1,46.3
16/08/2021,2021,8,16,21.2,19,23.5,1,51.8
17/08/2021,2021,8,17,21.6,19.7,24,1,53.7
18/08/2021,2021,8,18,21.9,20,24,1,53.7
19/08/2021,2021,8,19,22.3,20,25,1,46.3
20/08/2021,2021,8,20,22.1,19.3,25,1,38.9
21/08/2021,2021,8,21,22.1,20,26,1,25.9
22/08/2021,2021,8,22,21.3,18,25,1,27.8
23/08/2021,2021,8,23,21.1,17,24,1,44.5
24/08/2021,2021,8,24,21.6,20,24,1,51.8
25/08/2021,2021,8,25,21.3,19.2,24.1,1,44.5
26/08/2021,2021,8,26,21.5,16.4,24.1,1,40.8
27/08/2021,2021,8,27,21.1,19,22,1,59.3
28/08/2021,2021,8,28,22.1,20,24,1,63
29/08/2021,2021,8,29,21.7,21,23,1,59.3
30/08/2021,2021,8,30,22.5,21,25,1,46.3
31/08/2021,2021,8,31,22.3,20,25,1,38.9
09/01/2021,2021,9,1,22.6,21,25,1,46.3
09/02/2021,2021,9,2,22.5,21,25,1,48.2
09/03/2021,2021,9,3,22.4,21,24.8,1,50
09/04/2021,2021,9,4,22.8,21,25,1,55.5
09/05/2021,2021,9,5,22.5,21,24.5,1,55.5
09/06/2021,2021,9,6,22.1,21,24,1,57.4
09/07/2021,2021,9,7,21.2,19.7,23.6,1,57.4
09/08/2021,2021,9,8,21.1,19,24,1,59.3
09/09/2021,2021,9,9,21.3,19,23,1,42.6
09/10/2021,2021,9,10,22.1,19,25,1,35.2
09/11/2021,2021,9,11,22.5,21,25,1,48.2
09/12/2021,2021,9,12,22.7,20,25.2,1,59.3
13/09/2021,2021,9,13,22.2,21,24,1,55.5
14/09/2021,2021,9,14,22.5,20,25,1,51.8
15/09/2021,2021,9,15,21.9,18,26,1,46.3
16/09/2021,2021,9,16,22.1,20,24,1,40.8
17/09/2021,2021,9,17,22.6,20,25.4,1,37
18/09/2021,2021,9,18,22.9,19,28,1,27.8
19/09/2021,2021,9,19,21.9,19,24,1,42.6
20/09/2021,2021,9,20,21.4,19,24,1,50
21/09/2021,2021,9,21,21.9,20,24,1,53.7
22/09/2021,2021,9,22,21.6,19,25,1,46.3
23/09/2021,2021,9,23,22.7,21,25.4,1,44.5
24/09/2021,2021,9,24,23,21,26,1,50
25/09/2021,2021,9,25,22.6,19,25.1,1,53.7
26/09/2021,2021,9,26,22.9,21,26,1,55.5
27/09/2021,2021,9,27,22.8,20,25.6,1,53.7
28/09/2021,2021,9,28,22.6,20.9,25.5,1,51.8
29/09/2021,2021,9,29,23.3,21,26,1,50
30/09/2021,2021,9,30,23.3,22,26,1,50
10/01/2021,2021,10,1,23,22,25,1,48.2
10/02/2021,2021,10,2,23.6,22,26,1,48.2
10/03/2021,2021,10,3,22,20.4,25,1,48.2
10/04/2021,2021,10,4,22.4,20,25,1,44.5
10/05/2021,2021,10,5,22.1,19,26.1,1,31.5
10/06/2021,2021,10,6,21.5,19,26,1,27.8
10/07/2021,2021,10,7,22.8,19,26.7,1,27.8
10/08/2021,2021,10,8,22.2,19,25,1,42.6
10/09/2021,2021,10,9,23,20.7,26,1,51.8
10/10/2021,2021,10,10,22.9,21,26,1,53.7
10/11/2021,2021,10,11,23,22,24.7,1,48.2
10/12/2021,2021,10,12,24,20,27.2,1,35.2
13/10/2021,2021,10,13,23.6,21,26.1,1,35.2
14/10/2021,2021,10,14,23.7,21,26.6,1,44.5
15/10/2021,2021,10,15,23.9,22,26.4,1,46.3
16/10/2021,2021,10,16,23.5,21,26.2,1,51.8
17/10/2021,2021,10,17,23.4,20,25.2,1,48.2
18/10/2021,2021,10,18,24.4,22,27,1,48.2
19/10/2021,2021,10,19,24.3,22,27,1,46.3
20/10/2021,2021,10,20,23.9,20.8,27.1,1,38.9
21/10/2021,2021,10,21,23.8,22,26,1,38.9
22/10/2021,2021,10,22,24.4,22,27.2,1,35.2
23/10/2021,2021,10,23,24.5,22,27.1,1,40.8
24/10/2021,2021,10,24,24.7,23,28,1,40.8
25/10/2021,2021,10,25,24.4,22,27.1,1,51.8
26/10/2021,2021,10,26,24.1,21,27,1,53.7
27/10/2021,2021,10,27,24,21,27,1,46.3
28/10/2021,2021,10,28,23.4,19,27,1,31.5
29/10/2021,2021,10,29,23.4,21,25,1,33.3
30/10/2021,2021,10,30,23.8,22,26.9,1,31.5
31/10/2021,2021,10,31,23,20,26,1,31.5
11/01/2021,2021,11,1,23.5,19,27,1,33.3
11/02/2021,2021,11,2,23.8,18.6,27.1,0,35.2
11/03/2021,2021,11,3,24.1,20.2,26.8,0,35.2
11/04/2021,2021,11,4,24.8,22,28,0,35.2
11/05/2021,2021,11,5,24.4,20,28,0,33.3
11/06/2021,2021,11,6,25.3,22,28,1,40.8
11/07/2021,2021,11,7,25.6,23,28,1,44.5
11/08/2021,2021,11,8,25.2,24,27,1,44.5
11/09/2021,2021,11,9,25.9,24,29,1,40.8
11/10/2021,2021,11,10,25.1,21,28,1,38.9
11/11/2021,2021,11,11,25.4,23,28.5,1,35.2
11/12/2021,2021,11,12,25.4,22,29,1,35.2
13/11/2021,2021,11,13,25.3,21,28.6,1,38.9
14/11/2021,2021,11,14,26,23.7,29,1,42.6
15/11/2021,2021,11,15,26,23.8,29.1,1,40.8
16/11/2021,2021,11,16,25.7,23,29,1,40.8
17/11/2021,2021,11,17,25.7,23,28.5,1,42.6
18/11/2021,2021,11,18,26.2,24,29,1,51.8
19/11/2021,2021,11,19,25.6,22,29,1,48.2
20/11/2021,2021,11,20,25.7,24,28.4,1,46.3
21/11/2021,2021,11,21,25.5,23,29,1,38.9
22/11/2021,2021,11,22,25.6,22,29,1,33.3
23/11/2021,2021,11,23,25.4,22,28.7,1,33.3
24/11/2021,2021,11,24,25.6,21,30,1,31.5
25/11/2021,2021,11,25,25.6,22,29.1,1,27.8
26/11/2021,2021,11,26,26.1,19.5,30,1,25.9
27/11/2021,2021,11,27,26,22,30,1,31.5
28/11/2021,2021,11,28,26,22,29.6,1,31.5
29/11/2021,2021,11,29,26,22,30,1,29.6
30/11/2021,2021,11,30,26,21,30,1,38.9
12/01/2021,2021,12,1,26.8,25,29.6,1,44.5
12/02/2021,2021,12,2,27,25,29.9,1,46.3
12/03/2021,2021,12,3,26.9,24,30.2,1,42.6
12/04/2021,2021,12,4,26.9,24,30,1,44.5
12/05/2021,2021,12,5,27.1,24.9,29.6,1,44.5
12/06/2021,2021,12,6,27.1,25,30,1,48.2
12/07/2021,2021,12,7,27,25,30,1,48.2
12/08/2021,2021,12,8,26.9,25,30,1,48.2
12/09/2021,2021,12,9,26.6,23,30,1,42.6
12/10/2021,2021,12,10,25.9,22,29,1,44.5
12/11/2021,2021,12,11,26.5,22,30,1,42.6
12/12/2021,2021,12,12,26.7,25,30,0.3,48.2
13/12/2021,2021,12,13,25.6,23,29,0.3,51.8
14/12/2021,2021,12,14,25.8,23,28.2,0.3,59.3
15/12/2021,2021,12,15,26,23,29.2,1,59.3
16/12/2021,2021,12,16,25.9,23,29,1,61.1
17/12/2021,2021,12,17,26.3,24,29.3,1,46.3
18/12/2021,2021,12,18,26.6,23.9,30,1,33.3
19/12/2021,2021,12,19,27,22.9,30.4,1,25.9
20/12/2021,2021,12,20,26.7,24,31.3,1,25.9
21/12/2021,2021,12,21,26.9,25,30,1,35.2
22/12/2021,2021,12,22,26.2,24,28,1,38.9
23/12/2021,2021,12,23,27.5,25,31,1,35.2
24/12/2021,2021,12,24,27.9,24,31.6,1,29.6
25/12/2021,2021,12,25,27.8,24,32.4,1,24.1
26/12/2021,2021,12,26,27,24,32.1,1,20.4
27/12/2021,2021,12,27,25.6,23.9,27,1,31.5
28/12/2021,2021,12,28,26.7,24,29.5,1,38.9
29/12/2021,2021,12,29,26.6,25,29,1,48.2
30/12/2021,2021,12,30,26.2,23.6,29,1,53.7
31/12/2021,2021,12,31,26.4,24,29,1,51.8
01/01/2022,2022,1,1,25.9,24,28.1,1,46.3
01/02/2022,2022,1,2,26.4,24,29,1,42.6
01/03/2022,2022,1,3,25.5,21,29,1,40.8
01/04/2022,2022,1,4,26.5,25,29,1,38.9
01/05/2022,2022,1,5,26.7,25,28.5,1,38.9
01/06/2022,2022,1,6,25.8,23,30,0,35.2
01/07/2022,2022,1,7,25.5,24,28.2,0,33.3
01/08/2022,2022,1,8,25.1,23.8,29,0,31.5
01/09/2022,2022,1,9,26,23,29.5,1,35.2
01/10/2022,2022,1,10,25.4,23,28,1,35.2
01/11/2022,2022,1,11,25.9,23,28,1,42.6
01/12/2022,2022,1,12,26.8,24.2,29,1,42.6
13/01/2022,2022,1,13,26.9,24.9,29,1,40.8
14/01/2022,2022,1,14,27.4,25,30.4,1,35.2
15/01/2022,2022,1,15,28.4,25,33,1,33.3
16/01/2022,2022,1,16,27.6,23,32,1,29.6
17/01/2022,2022,1,17,27.8,24,31,1,27.8
18/01/2022,2022,1,18,27.1,24,31.2,1,25.9
19/01/2022,2022,1,19,27.4,26,31,1,25.9
20/01/2022,2022,1,20,27.5,25,31,1,31.5
21/01/2022,2022,1,21,28.4,26.9,31,1,44.5
22/01/2022,2022,1,22,28.8,27,31,1,48.2
23/01/2022,2022,1,23,28.2,26,30.4,1,48.2
24/01/2022,2022,1,24,26.3,25,28,1,51.8
25/01/2022,2022,1,25,26.4,24.9,28.7,1,55.5
26/01/2022,2022,1,26,25.9,23,28.2,1,55.5
27/01/2022,2022,1,27,24.7,20,29,1,48.2
28/01/2022,2022,1,28,26.5,22,29.6,1,44.5
29/01/2022,2022,1,29,27.5,24,30,1,42.6
30/01/2022,2022,1,30,27.9,26,30.1,1,46.3
31/01/2022,2022,1,31,27.8,26,30,1,55.5
02/01/2022,2022,2,1,26.7,26,28.1,1,70.4
02/02/2022,2022,2,2,27.1,26,29,1,87
02/03/2022,2022,2,3,26.4,25.5,27.1,1,90.8
02/04/2022,2022,2,4,27.1,26,29,1,72.2
02/05/2022,2022,2,5,27.2,26,29.4,1,57.4
02/06/2022,2022,2,6,27.3,24,30,1,53.7
02/07/2022,2022,2,7,26.9,24.9,29.1,1,44.5
02/08/2022,2022,2,8,26.5,24,29.2,1,44.5
02/09/2022,2022,2,9,26.3,23,29.1,1,40.8
02/10/2022,2022,2,10,26.1,23,29,1,37
02/11/2022,2022,2,11,26.7,24,30,1,35.2
02/12/2022,2022,2,12,26.7,23,30,1,35.2
13/02/2022,2022,2,13,27.8,25,30.4,1,46.3
14/02/2022,2022,2,14,27.8,26,30.2,1,53.7
15/02/2022,2022,2,15,27.8,26,30.2,1,50
16/02/2022,2022,2,16,26.3,25,28,1,51.8
17/02/2022,2022,2,17,27.2,25,29.1,1,53.7
18/02/2022,2022,2,18,27.2,26,29,1,61.1
19/02/2022,2022,2,19,27,25.6,29,1,75.9
20/02/2022,2022,2,20,27.9,26,30,1,72.2
21/02/2022,2022,2,21,27.7,27,29.5,1,68.5
22/02/2022,2022,2,22,27.4,26,30,1,61.1
23/02/2022,2022,2,23,27.6,25,30,1,42.6
24/02/2022,2022,2,24,27.1,25,29.6,1,42.6
25/02/2022,2022,2,25,26.8,24,30,1,38.9
26/02/2022,2022,2,26,27.5,26,30,1,44.5
27/02/2022,2022,2,27,26.3,23.4,29.2,1,40.8
28/02/2022,2022,2,28,27.7,25,31,1,38.9
03/01/2022,2022,3,1,26.9,24,30,1,42.6
03/02/2022,2022,3,2,28,26,30,1,46.3
03/03/2022,2022,3,3,26.7,25,29,1,42.6
03/04/2022,2022,3,4,26.9,25,29.7,1,42.6
03/05/2022,2022,3,5,27,25,28,1,50
03/06/2022,2022,3,6,27.6,26,30,1,59.3
03/07/2022,2022,3,7,27.4,26,30,1,55.5
03/08/2022,2022,3,8,25.9,23.7,29,1,44.5
03/09/2022,2022,3,9,26.7,24,29.1,1,38.9
03/10/2022,2022,3,10,27.3,24,30,1,37
03/11/2022,2022,3,11,27.3,25,30,1,38.9
03/12/2022,2022,3,12,26.9,25,29.7,1,42.6
13/03/2022,2022,3,13,26.6,24.6,30,1,48.2
14/03/2022,2022,3,14,27.2,25,30,1,53.7
15/03/2022,2022,3,15,26.5,24,29,1,40.8
16/03/2022,2022,3,16,27.4,24.6,30.5,1,33.3
17/03/2022,2022,3,17,27.5,25,30.4,1,35.2
18/03/2022,2022,3,18,27,25,31,1,31.5
19/03/2022,2022,3,19,26.5,24,31,1,22.2
20/03/2022,2022,3,20,26.4,24,31,1,27.8
21/03/2022,2022,3,21,26.1,24,28.2,1,29.6
22/03/2022,2022,3,22,27.1,24,30.1,1,37
23/03/2022,2022,3,23,27.8,26,30,1,46.3
24/03/2022,2022,3,24,27.6,26,30,1,42.6
25/03/2022,2022,3,25,27.4,25.8,30,1,33.3
26/03/2022,2022,3,26,27.5,24,30.2,1,35.2
27/03/2022,2022,3,27,27.2,24.9,30,1,33.3
28/03/2022,2022,3,28,27,24,30,1,33.3
29/03/2022,2022,3,29,25.9,21,29.4,1,25.9
30/03/2022,2022,3,30,25.1,23.4,28.2,1,40.8
31/03/2022,2022,3,31,26,24,28.2,1,55.5
04/01/2022,2022,4,1,24.9,23,26,1,61.1
04/02/2022,2022,4,2,24,23,26,1,63
04/03/2022,2022,4,3,25.9,23,29,1,55.5
04/04/2022,2022,4,4,26.8,26,28.2,1,50
04/05/2022,2022,4,5,26,24,28,1,46.3
04/06/2022,2022,4,6,26.5,25,29,1,46.3
04/07/2022,2022,4,7,26.6,24,29,1,44.5
04/08/2022,2022,4,8,25.2,24,26.6,1,46.3
04/09/2022,2022,4,9,26.1,24,29,1,48.2
04/10/2022,2022,4,10,26.1,24,29,1,50
04/11/2022,2022,4,11,25.4,24,27.7,1,55.5
04/12/2022,2022,4,12,25.7,23,28.1,1,59.3
13/04/2022,2022,4,13,25.7,24,28.5,1,61.1
14/04/2022,2022,4,14,26.1,25,28.2,1,61.1
15/04/2022,2022,4,15,26,24,28,1,57.4
16/04/2022,2022,4,16,26.2,24,29,1,63
17/04/2022,2022,4,17,25.6,24,27.2,5.1,53.7
18/04/2022,2022,4,18,26.1,23,29,3.0499999999999927,50
19/04/2022,2022,4,19,26.6,23.8,29.4,2,44.5
20/04/2022,2022,4,20,26.4,24.8,29.3,0.5,38.9
21/04/2022,2022,4,21,26.2,22.9,29.4,0,31.5
22/04/2022,2022,4,22,25.8,24,28.5,0.2499999999999929,46.3
23/04/2022,2022,4,23,25.2,23.9,28,0,57.4
24/04/2022,2022,4,24,24.6,21.8,27.1,0.5,59.3
25/04/2022,2022,4,25,24.6,23,27,0,61.1
26/04/2022,2022,4,26,25.3,21.9,28,11.9,55.5
27/04/2022,2022,4,27,24.9,22.8,28,5.949999999999993,40.8
28/04/2022,2022,4,28,24.1,20.3,28.6,0,25.9
29/04/2022,2022,4,29,24.4,21,28.6,0.3,31.5
30/04/2022,2022,4,30,25.4,21.5,28.2,0,38.9
05/01/2022,2022,5,1,25.2,24,28,0,37
05/02/2022,2022,5,2,24.9,21.4,28.3,0,33.3
05/03/2022,2022,5,3,25.2,22.4,27.4,5.1,35.2
05/04/2022,2022,5,4,26.1,22.6,28.4,0.5,46.3
05/05/2022,2022,5,5,25,24,27,0.5,61.1
05/06/2022,2022,5,6,25,23.6,26.2,0.5,63
05/07/2022,2022,5,7,25.1,22,28.6,0,55.5
05/08/2022,2022,5,8,24.6,22,27.6,7.9,46.3
05/09/2022,2022,5,9,24.4,20.8,27.6,0.8,33.3
05/10/2022,2022,5,10,24.4,22,27.7,4.1,35.2
05/11/2022,2022,5,11,25,21.3,28.7,0.5,31.5
05/12/2022,2022,5,12,24.1,22,28.3,0,22.2
13/05/2022,2022,5,13,23.9,22,26.6,5.1,35.2
14/05/2022,2022,5,14,24.4,20.8,26.6,0,37
15/05/2022,2022,5,15,24.3,22.6,27,0,37
16/05/2022,2022,5,16,24.5,22.3,27,1,48.2
17/05/2022,2022,5,17,23.7,22,26.2,2,46.3
18/05/2022,2022,5,18,23.9,21,26.1,1,50
19/05/2022,2022,5,19,24.3,23,26,1.499999999999993,51.8
20/05/2022,2022,5,20,23.6,22,26.4,4.1,53.7
21/05/2022,2022,5,21,24.2,20.9,27.6,13,55.5
22/05/2022,2022,5,22,23.8,20.7,27,8.549999999999994,48.2
23/05/2022,2022,5,23,24.2,21.4,26,4.1,48.2
24/05/2022,2022,5,24,24.6,23,27.8,2,48.2
25/05/2022,2022,5,25,23.6,21,27.2,6.1,33.3
26/05/2022,2022,5,26,23.3,20,27.4,0,24.1
27/05/2022,2022,5,27,22.4,17.3,27.4,0,22.2
28/05/2022,2022,5,28,24.2,20,26.7,0,33.3
29/05/2022,2022,5,29,23.4,22.5,25.9,0,40.8
30/05/2022,2022,5,30,22.7,19,25.6,1.1,40.8
31/05/2022,2022,5,31,24,18.5,26.1,7.9,42.6
06/01/2022,2022,6,1,23.7,21.8,26.5,0.8,37
06/02/2022,2022,6,2,23.6,18.6,27.3,0,39.8
06/03/2022,2022,6,3,24.1,22,26.6,1.6,37
06/04/2022,2022,6,4,23.5,21,26,5.6,37
06/05/2022,2022,6,5,22.8,20,26.1,9.9,37
06/06/2022,2022,6,6,23.1,20.4,26.4,1,37
06/07/2022,2022,6,7,22.9,21,25,5.7,37
06/08/2022,2022,6,8,23.1,19.4,26,4.1,37
06/09/2022,2022,6,9,22.3,20.8,24.2,1,37
06/10/2022,2022,6,10,21.9,20.9,24,3.9,37
06/11/2022,2022,6,11,22.9,20.6,25,8.3,37
06/12/2022,2022,6,12,21.7,20,23.5,0,37
13/06/2022,2022,6,13,22.9,21,25,6.9,37
14/06/2022,2022,6,14,23.4,22,26.4,0,37
15/06/2022,2022,6,15,22.5,20.5,25.6,0.3,50
16/06/2022,2022,6,16,23.4,20,26.6,7.1,46.3
17/06/2022,2022,6,17,21.5,18.5,26.1,0.5,29.6
18/06/2022,2022,6,18,21.3,15.8,26.2,0,20.4
19/06/2022,2022,6,19,22.1,18.5,25,2,38.9
20/06/2022,2022,6,20,21.5,18.9,24.7,5.1,48.2
21/06/2022,2022,6,21,21.7,19.2,24,6.1,42.6
22/06/2022,2022,6,22,21.4,16.4,24.6,0,42.6
23/06/2022,2022,6,23,21.4,18.6,23.7,0,48.2
24/06/2022,2022,6,24,21.8,20.5,24,0.9,57.4
25/06/2022,2022,6,25,22,20,24.7,0,50
26/06/2022,2022,6,26,21.6,19,23.5,0.6,35.2
27/06/2022,2022,6,27,21.3,15.1,24.3,0,31.5
28/06/2022,2022,6,28,21.6,20,24,2.1,53.7
29/06/2022,2022,6,29,21.3,19,24,2.1,51.8
30/06/2022,2022,6,30,19.9,16.5,23,6.1,44.5
07/01/2022,2022,7,1,20.6,19,23,2.5,50
07/02/2022,2022,7,2,21.9,18,24.1,2,59.3
07/03/2022,2022,7,3,21.5,19.5,24.4,1,57.4
07/04/2022,2022,7,4,21.2,20,24,4.1,55.5
07/05/2022,2022,7,5,21.3,18.6,24.2,2,46.3
07/06/2022,2022,7,6,20.8,18.1,22.4,0.5,42.6
07/07/2022,2022,7,7,21.6,20,23.5,0,50
07/08/2022,2022,7,8,21.4,19,24,2,55.5
07/09/2022,2022,7,9,20.4,18.1,22.7,2,57.4
07/10/2022,2022,7,10,21.2,18.3,23.6,0.8,59.3
07/11/2022,2022,7,11,21.9,18.9,25.1,1,57.4
07/12/2022,2022,7,12,22.1,20,25,1.1,53.7
13/07/2022,2022,7,13,21.4,19.7,24.4,0.5,50
14/07/2022,2022,7,14,21.3,18.1,24.4,2,48.2
15/07/2022,2022,7,15,21.1,17.7,24.2,3,42.6
16/07/2022,2022,7,16,22,19,25,3.2,46.3
17/07/2022,2022,7,17,21.1,19,23.4,0,51.8
18/07/2022,2022,7,18,20.5,18.8,22.4,6.1,64.8
19/07/2022,2022,7,19,21,19,23.3,3,63
20/07/2022,2022,7,20,21.3,19.4,23,2.4,63
21/07/2022,2022,7,21,20.9,17.3,24.2,2,57.4
22/07/2022,2022,7,22,21.1,20,23,7,50
23/07/2022,2022,7,23,21.4,18.5,24.3,7.9,50
24/07/2022,2022,7,24,20.9,19.9,24.3,0.5,42.6
25/07/2022,2022,7,25,20.4,15.4,24,0.5,35.2
26/07/2022,2022,7,26,21.3,19,24.9,0,37
27/07/2022,2022,7,27,21.2,18.2,24.5,2,38.9
28/07/2022,2022,7,28,21.4,19,24.6,0,37
29/07/2022,2022,7,29,21.7,19,24.3,3.6,42.6
30/07/2022,2022,7,30,21.1,19,24,6.4,50
