Date,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Snow (cm),Total Precip (mm),Spd of Max Gust (km/h)
16/05/2022,2022,5,16,15.7,7.9,11.8,0,1.1,48
17/05/2022,2022,5,17,14.6,6.4,10.5,0,0,37
18/05/2022,2022,5,18,15.5,8.2,11.9,0,5.7,62
19/05/2022,2022,5,19,14.7,8,11.4,0,0,56
20/05/2022,2022,5,20,15,3.9,9.5,0,0,31
21/05/2022,2022,5,21,17.8,5.4,11.6,0,0,46.5
22/05/2022,2022,5,22,19.6,8,13.8,0,0,40
23/05/2022,2022,5,23,16.7,11.7,14.2,0,0,35
24/05/2022,2022,5,24,15.6,10.2,12.9,0,0,35.333333333333336
25/05/2022,2022,5,25,18.6,10.4,14.5,0,0.6,37.5
26/05/2022,2022,5,26,16.2,10.3,13.3,0,8.8,37.5
27/05/2022,2022,5,27,15.7,10,12.9,0,8,43
28/05/2022,2022,5,28,15,8.6,11.8,0,0,35
29/05/2022,2022,5,29,15.8,10.9,13.4,0,0,33
30/05/2022,2022,5,30,14.4,9.6,12,0,5.1,37
31/05/2022,2022,5,31,17.5,11.3,14.4,0,0,37
06/01/2022,2022,6,1,18.2,10.3,14.3,0,0,34
06/02/2022,2022,6,2,20.4,13.2,16.8,0,0,33
06/03/2022,2022,6,3,17.4,13.8,15.6,0,9,36
06/04/2022,2022,6,4,20.6,12.4,16.5,0,8,37
06/05/2022,2022,6,5,19.8,12.3,16.1,0,12.5,35
06/06/2022,2022,6,6,17.4,9.2,13.3,0,0,36
06/07/2022,2022,6,7,18,8.9,13.5,0,0.8,36
06/08/2022,2022,6,8,19.8,12.7,16.3,0,0.2,32
06/09/2022,2022,6,9,14.8,12.5,13.7,0,26.3,39
06/10/2022,2022,6,10,20.9,13,17,0,0.6,35.666666666666664
06/11/2022,2022,6,11,19.9,11.8,15.9,0,0.2,31
06/12/2022,2022,6,12,16.9,12.2,14.6,0,4.5,34
13/06/2022,2022,6,13,16.9,12.5,14.7,0,0,48
14/06/2022,2022,6,14,17.8,11.7,14.8,0,0,49
15/06/2022,2022,6,15,15.7,11.9,13.8,0,0.6,40.5
16/06/2022,2022,6,16,18.2,11.8,15,0,0.6,43.666666666666664
17/06/2022,2022,6,17,18.3,10.1,14.2,0,0.4,44
18/06/2022,2022,6,18,18.6,11.7,15.2,0,4.5,46.5
19/06/2022,2022,6,19,18.3,12.2,15.3,0,0,44
20/06/2022,2022,6,20,19.4,10.9,15.2,0,0,37
21/06/2022,2022,6,21,18.1,13.2,15.7,0,0.2,36
22/06/2022,2022,6,22,18.6,13,15.8,0,0,44
23/06/2022,2022,6,23,18.1,11,14.6,0,0,54
24/06/2022,2022,6,24,20.6,6.6,13.6,0,0,42.75
25/06/2022,2022,6,25,22.9,10.3,16.6,0,0,44.666666666666664
26/06/2022,2022,6,26,23.8,13,18.4,0,0,32
27/06/2022,2022,6,27,26.2,14.1,20.2,0,0,43
28/06/2022,2022,6,28,21.2,14.1,17.7,0,1.3,36
29/06/2022,2022,6,29,21.2,13.3,17.3,0,0,33
30/06/2022,2022,6,30,21.3,11.9,16.6,0,0,33.666666666666664
07/01/2022,2022,7,1,23.4,13.5,18.5,0,0,37
07/02/2022,2022,7,2,20.5,12.3,16.4,0,0,35.333333333333336
07/03/2022,2022,7,3,15.7,12.8,14.3,0,9.7,32
07/04/2022,2022,7,4,17.6,12.6,15.1,0,2.6,34.5
07/05/2022,2022,7,5,20.7,14,17.4,0,0,34.5
07/06/2022,2022,7,6,22,15.9,19,0,1.5,32
07/07/2022,2022,7,7,22.9,15.2,19.1,0,11,32
07/08/2022,2022,7,8,21.2,14.8,18,0,0,41.220186987216174
07/09/2022,2022,7,9,21.4,14,17.7,0,0,41.220186987216174
07/10/2022,2022,7,10,23.2,14.8,19,0,0,41.220186987216174
07/11/2022,2022,7,11,24.3,12.8,18.6,0,0,41.220186987216174
07/12/2022,2022,7,12,22.4,14.4,18.4,0,0,42
13/07/2022,2022,7,13,20.9,15.6,18.3,0,0,48
14/07/2022,2022,7,14,22.7,14.400000000000002,18.575,0,0,36
15/07/2022,2022,7,15,20.4,15,17.7,0,1.3,36
16/07/2022,2022,7,16,22.5,14.5,18.5,0,0,33
17/07/2022,2022,7,17,18.5,13.3,15.9,0,1.8,38.25
18/07/2022,2022,7,18,20.6,13.9,17.3,0,0,32
19/07/2022,2022,7,19,21.7,12.5,17.1,0,0,31
20/07/2022,2022,7,20,23.4,13,18.2,0,0,32
21/07/2022,2022,7,21,23.2,15.3,19.3,0,0,36
22/07/2022,2022,7,22,21.7,14,17.9,0,0,40
23/07/2022,2022,7,23,20.8,12.5,16.7,0,0,34
24/07/2022,2022,7,24,22.8,13.4,18.1,0,0,36.666666666666664
25/07/2022,2022,7,25,24.4,16.4,20.4,0,0,37
26/07/2022,2022,7,26,27,18.2,22.6,0,0,37
27/07/2022,2022,7,27,30.4,18.5,24.5,0,0,39
28/07/2022,2022,7,28,27.9,17.9,22.9,0,0,38
29/07/2022,2022,7,29,28.6,18.2,23.4,0,0,38
30/07/2022,2022,7,30,28.8,18.1,23.5,0,0,39
31/07/2022,2022,7,31,27.8,18.6,23.2,0,0,39
08/01/2022,2022,8,1,24.4,16.8,20.6,0,0,41.220186987216174
08/02/2022,2022,8,2,22.7,17.3,20,0,0,36
08/03/2022,2022,8,3,21.6,15.3,18.5,0,5.9,39
08/04/2022,2022,8,4,20.4,15.1,17.8,0,0,35
08/05/2022,2022,8,5,22.2,11.8,17,0,0,46
08/06/2022,2022,8,6,23.6,13.9,18.8,0,0,36
08/07/2022,2022,8,7,24.2,15,19.6,0,0,39
08/08/2022,2022,8,8,24,15.1,19.6,0,0,32
08/09/2022,2022,8,9,24.6,15.4,20,0,0,38
08/10/2022,2022,8,10,24.1,14.850000000000003,19.5,0,0.5,37
08/11/2022,2022,8,11,24.26666666666667,15.166666666666671,19.73333333333333,0,0,34.5
08/12/2022,2022,8,12,24.6,13.2,18.9,0,0,33
13/08/2022,2022,8,13,24.2,16.1,20.2,0,0,35
14/08/2022,2022,8,14,23.9,15,19.5,0,0,32
15/08/2022,2022,8,15,26.4,14.8,20.6,0,0,33
16/08/2022,2022,8,16,24.6,16,20.3,0,0,32.666666666666664
17/08/2022,2022,8,17,25.9,14.9,20.4,0,0,33
18/08/2022,2022,8,18,26.8,17.3,22.1,0,0,32
19/08/2022,2022,8,19,26.9,18.6,22.8,0,0,37
20/08/2022,2022,8,20,24.8,17.4,21.1,0,0,45
21/08/2022,2022,8,21,23.7,17.9,20.8,0,0,32
22/08/2022,2022,8,22,25.1,14.5,19.8,0,0,36.5
23/08/2022,2022,8,23,23.8,14.2,19,0,0,38
24/08/2022,2022,8,24,25.2,16.2,20.7,0,0,38.5
25/08/2022,2022,8,25,26.1,17.1,21.6,0,0,32
26/08/2022,2022,8,26,20.9,15.3,18.1,0,0,38
27/08/2022,2022,8,27,21.2,15.4,18.3,0,0,60
28/08/2022,2022,8,28,22.6,12.8,17.7,0,0,33
29/08/2022,2022,8,29,24.8,14.5,19.7,0,0,43.666666666666664
30/08/2022,2022,8,30,25.5,16.1,20.8,0,0,43.666666666666664
31/08/2022,2022,8,31,23.525000000000002,14.700000000000003,19.125,0,0,46.5
09/01/2022,2022,9,1,24.3,14.466666666666669,19.400000000000002,0,0,33
09/02/2022,2022,9,2,23.5,15,19.3,0,0,41.220186987216174
09/03/2022,2022,9,3,23.2,14.6,18.9,0,0,39
09/04/2022,2022,9,4,20.2,15.3,17.8,0,4.9,39
09/05/2022,2022,9,5,19.8,11.8,15.8,0,0,39
09/06/2022,2022,9,6,21.4,9.8,15.6,0,0,39
09/07/2022,2022,9,7,21,12.6,16.8,0,0,67
09/08/2022,2022,9,8,18.9,9.2,14.1,0,0,53
09/09/2022,2022,9,9,19.6,12.8,16.2,0,0,40
09/10/2022,2022,9,10,23.6,11.2,17.4,0,0,53.333333333333336
09/11/2022,2022,9,11,26.3,12.2,19.3,0,0,34
09/12/2022,2022,9,12,22.9,14.6,18.8,0,0,42.333333333333336
13/09/2022,2022,9,13,19.8,11.1,15.5,0,0,37
14/09/2022,2022,9,14,20.6,13.7,17.2,0,0,33
15/09/2022,2022,9,15,17.9,13.8,15.9,0,0.3,33.5
16/09/2022,2022,9,16,17.9,12.1,15,0,1.6,32
17/09/2022,2022,9,17,17.5,9.2,13.4,0,0,37
18/09/2022,2022,9,18,18.8,10.1,14.5,0,0,36
19/09/2022,2022,9,19,18.025,11.3,14.7,0,0,35
20/09/2022,2022,9,20,20.8,5.7,13.3,0,0,37
21/09/2022,2022,9,21,20.1,6.4,13.3,0,0,36.666666666666664
22/09/2022,2022,9,22,20.4,9.3,14.9,0,0,39
23/09/2022,2022,9,23,17.5,12.8,15.2,0,0,38
24/09/2022,2022,9,24,19.5,12,15.8,0,0,38
25/09/2022,2022,9,25,20.2,9.8,15,0,0,39
26/09/2022,2022,9,26,21.7,9.9,15.8,0,0,39
27/09/2022,2022,9,27,22.1,11,16.6,0,0,41.220186987216174
28/09/2022,2022,9,28,20.3,13.2,16.8,0,0.2,32
29/09/2022,2022,9,29,19.7,11.8,15.8,0,0,32
30/09/2022,2022,9,30,18.6,10.4,14.5,0,0,32
10/01/2022,2022,10,1,19.5,9,14.3,0,0,32
10/02/2022,2022,10,2,19.7,9.8,14.8,0,0,32
10/03/2022,2022,10,3,21,8.3,14.7,0,0,32
10/04/2022,2022,10,4,19.4,11.3,15.4,0,0,32
10/05/2022,2022,10,5,18.1,11.8,15,0,0,41.220186987216174
10/06/2022,2022,10,6,19.4,8.6,14,0,0,41.220186987216174
10/07/2022,2022,10,7,20.4,10,15.2,0,0,41.220186987216174
10/08/2022,2022,10,8,19.4,9.1,14.3,0,0,41.220186987216174
10/09/2022,2022,10,9,18.4,10.4,14.4,0,0,41.220186987216174
10/10/2022,2022,10,10,19.1,9.5,14.3,0,0,63
10/11/2022,2022,10,11,19.325,9.750000000000002,14.55,0,0,56
10/12/2022,2022,10,12,16,5.9,11,0,0,59.5
13/10/2022,2022,10,13,17.7,6.1,11.9,0,0,59.5
14/10/2022,2022,10,14,18.3,6.4,12.4,0,0,59.5
15/10/2022,2022,10,15,17.7,6.4,12.1,0,0,56
16/10/2022,2022,10,16,20.2,6,13.1,0,0,41.220186987216174
17/10/2022,2022,10,17,18.2,10.1,14.2,0,0,41.220186987216174
18/10/2022,2022,10,18,16.6,7,11.8,0,0,41.220186987216174
19/10/2022,2022,10,19,13.9,5.8,9.9,0,0,41.220186987216174
20/10/2022,2022,10,20,17.1,9.2,13.2,0,0,42
21/10/2022,2022,10,21,13,7.6,10.3,0,1.4,47
22/10/2022,2022,10,22,12.3,5.8,9.1,0,0.2,44.5
23/10/2022,2022,10,23,11.9,3.3,7.6,0,6.7,44.5
24/10/2022,2022,10,24,13.3,7.4,10.4,0,13,48
25/10/2022,2022,10,25,10.2,7.4,8.8,0,17.2,49
26/10/2022,2022,10,26,10.2,4.7,7.5,0,4.3,39
27/10/2022,2022,10,27,12.2,8.3,10.3,0,17,55
28/10/2022,2022,10,28,14.2,8.1,11.2,0,2.1,47.75
29/10/2022,2022,10,29,12.8,7.8,10.3,0,0,38
30/10/2022,2022,10,30,11.9,9.9,10.9,0,25.2,41
31/10/2022,2022,10,31,12.3,5.6,9,0,1.6,44.666666666666664
11/01/2022,2022,11,1,9.8,2.1,6,0,0,39.5
11/02/2022,2022,11,2,9.4,2,5.7,0,0,39.5
11/03/2022,2022,11,3,5.8,2.2,4,0,24.2,36
11/04/2022,2022,11,4,11.5,3.4,7.5,0,31.6,94
11/05/2022,2022,11,5,8.8,2.5,5.7,0,0,74
11/06/2022,2022,11,6,5.2,2,3.6,0,14.3,62
11/07/2022,2022,11,7,4.8,0.2,2.5,1.2,2.2,44
11/08/2022,2022,11,8,5.5,-1.4,2.1,0.8,1,48
11/09/2022,2022,11,9,5.6,-4,0.8,0,0,57
11/10/2022,2022,11,10,5.6,2.3,4,0,0,51.333333333333336
11/11/2022,2022,11,11,7.6,1.7,4.7,0,0,46
11/12/2022,2022,11,12,7.5,-1.6,3,0,0,48
13/11/2022,2022,11,13,8.3,0.3,4.3,0,0,31
14/11/2022,2022,11,14,8.2,-1.5,3.4,0,0,31
15/11/2022,2022,11,15,7.2,-1.7,2.8,0,0,31
16/11/2022,2022,11,16,5.3,1.2,3.3,0,0,31
17/11/2022,2022,11,17,11.8,-1.8,5,0,0,31
18/11/2022,2022,11,18,6.6,-5,0.8,0,0,41.220186987216174
19/11/2022,2022,11,19,6.3,-4.7,0.8,0,0,41.220186987216174
20/11/2022,2022,11,20,7.5,-2.6,2.5,0,0.4,41.220186987216174
21/11/2022,2022,11,21,8.7,3.3,6,0,0.5,41.220186987216174
22/11/2022,2022,11,22,8.7,6.4,7.6,0,16,49
23/11/2022,2022,11,23,9.4,3.8,6.6,0,0,49
24/11/2022,2022,11,24,11.7,3.7,7.7,0,0,49
25/11/2022,2022,11,25,10.2,4.1,7.2,0,12.4,50
26/11/2022,2022,11,26,8.6,0.9,4.8,0,0,53
27/11/2022,2022,11,27,8.7,2.4,5.6,0,0,70
28/11/2022,2022,11,28,4.6,-4,0.3,0,0,57.666666666666664
29/11/2022,2022,11,29,1.3,-4.3,-1.5,10,10,55
30/11/2022,2022,11,30,4.3,-1.9,1.2,0,1.2,54
12/01/2022,2022,12,1,-0.4,-4.7,-2.6,0,0,59.666666666666664
12/02/2022,2022,12,2,2.7,-5.7,-1.5,0,0,54.5
12/03/2022,2022,12,3,4.2,-2.8,0.7,0,0,32
12/04/2022,2022,12,4,3.8,-5.6,-0.9,0,0,43
12/05/2022,2022,12,5,2,-6,-2,0,0,32
12/06/2022,2022,12,6,2.9,0.4,1.7,0,0.4,32
12/07/2022,2022,12,7,6.2,2.1,4.2,0,2.3,41
12/08/2022,2022,12,8,6.4,1.2,3.8,0,4.5,45
12/09/2022,2022,12,9,5.2,0.3,2.8,0,2.9,54
12/10/2022,2022,12,10,8.2,3.6,5.9,0,11.3,48
12/11/2022,2022,12,11,7.1,5,6.1,0,0.4,35
12/12/2022,2022,12,12,6.6,0,3.3,0,0,32
13/12/2022,2022,12,13,3.8,0.7,2.3,0,0.3,42.25
14/12/2022,2022,12,14,5.9,-1,2.5,0,0,38.333333333333336
15/12/2022,2022,12,15,5.2,-1.6,1.8,0,0,33.5
16/12/2022,2022,12,16,4.1,-2,1.1,0,0,32
17/12/2022,2022,12,17,3.6,1.2,2.4,0,2.1,41.220186987216174
18/12/2022,2022,12,18,3.2,-6.4,-1.6,5.4,8.8,35
19/12/2022,2022,12,19,-6.2,-8.1,-7.2,4,4,35
20/12/2022,2022,12,20,-6.8,-8.4,-7.6,24.2,24.2,35
21/12/2022,2022,12,21,-7,-12.9,-10,0.2,0.2,33
22/12/2022,2022,12,22,-6.8,-13.5,-10.2,0,0,34
23/12/2022,2022,12,23,2,-8,-3,8,11.9,33
24/12/2022,2022,12,24,7.3,0.8,4.1,0,28.2,35
25/12/2022,2022,12,25,8.4,2.6,5.5,0,16.1,31
26/12/2022,2022,12,26,12.3,6.7,9.5,0,18.2,54
27/12/2022,2022,12,27,9.8,6.4,8.1,0,28.8,46
28/12/2022,2022,12,28,8.1,3.5,5.8,0,3.8,46
29/12/2022,2022,12,29,6.5,3.2,4.9,0,2.9,33
30/12/2022,2022,12,30,10.4,5.2,7.8,0,12.7,39
31/12/2022,2022,12,31,9.6,2.2,5.9,0,3.8,35
01/01/2023,2023,1,1,7.8,2.2,5,0,0,38.25
01/02/2023,2023,1,2,5,-0.2,2.4,0,0,35.666666666666664
01/03/2023,2023,1,3,5.6,0.2,2.9,0,1,37
01/04/2023,2023,1,4,8.4,2.6,5.5,0,1.5,39
01/05/2023,2023,1,5,12.2,5.2,8.7,0,2.3,49
01/06/2023,2023,1,6,10.7,6,8.4,0,3.4,43
01/07/2023,2023,1,7,9.3,7,8.2,0,10.2,35
01/08/2023,2023,1,8,8.3,1.7,5,0,8.1,34
01/09/2023,2023,1,9,9.8,3.8,6.8,0,0.2,51
01/10/2023,2023,1,10,10.6,1.9,6.3,0,1.9,42
01/11/2023,2023,1,11,12.1,0.8,6.5,0,0,40
01/12/2023,2023,1,12,10.7,7.1,8.9,0,18.3,41
13/01/2023,2023,1,13,11.2,9.2,10.2,0,8.1,31
14/01/2023,2023,1,14,13.8,5.9,9.9,0,1.8,32
15/01/2023,2023,1,15,9.3,4.4,6.9,0,3.2,39
16/01/2023,2023,1,16,8.2,6.4,7.3,0,21.2,40
17/01/2023,2023,1,17,7.7,6.2,7,0,14.1,32
18/01/2023,2023,1,18,8.3,4.5,6.4,0,3.3,53
19/01/2023,2023,1,19,8.2,-0.4,3.9,0,0,42
20/01/2023,2023,1,20,7.2,1.6,4.4,0,0,41.75
21/01/2023,2023,1,21,4.9,1.3,3.1,0,11.1,40
22/01/2023,2023,1,22,6.1,3,4.6,0,0,41
23/01/2023,2023,1,23,6.1,2.7,4.4,0,1.8,41
24/01/2023,2023,1,24,6.1,4.6,5.4,0,3.9,40.5
25/01/2023,2023,1,25,7.2,5.3,6.3,0,0,40.5
26/01/2023,2023,1,26,6.1,4.8,5.5,0,2.7,41
27/01/2023,2023,1,27,8.4,3.1,5.8,0,1.3,32
28/01/2023,2023,1,28,7.7,0.2,4,0,0,32
29/01/2023,2023,1,29,3,-4.6,-0.8,0,0,32
30/01/2023,2023,1,30,1.6,-5.9,-2.2,0,0,32
31/01/2023,2023,1,31,1.8,-1.2,0.3,2.8,3.3,32
02/01/2023,2023,2,1,5.9,0.2,3.1,0.4,2.8,32
02/02/2023,2023,2,2,8,0,4,0,0,41.220186987216174
02/03/2023,2023,2,3,9.2,2.5,5.9,0,1,71
02/04/2023,2023,2,4,9.6,7.2,8.4,0,0.9,39
02/05/2023,2023,2,5,8.6,5,6.8,0,3.7,35
02/06/2023,2023,2,6,8.4,5.4,6.9,0,0,43
02/07/2023,2023,2,7,10.8,5.2,8,0,18.4,52
02/08/2023,2023,2,8,7.5,0.2,3.9,0,0,42.25
02/09/2023,2023,2,9,8.4,5.1,6.8,0,1.1,47
02/10/2023,2023,2,10,10.5,3.6,7.1,0,0.2,44
02/11/2023,2023,2,11,7.8,1.1,4.5,0,0,47.666666666666664
02/12/2023,2023,2,12,6.6,4.1,5.4,0,3.5,32
13/02/2023,2023,2,13,8.3,1.2,4.8,0,0.3,79
14/02/2023,2023,2,14,6.4,0.5,3.5,0,0,71
15/02/2023,2023,2,15,6.4,-1.4,2.5,0,0,60.666666666666664
16/02/2023,2023,2,16,6.2,2.3,4.3,0,2.3,32
17/02/2023,2023,2,17,6.6,2.2,4.4,0,4.8,60.666666666666664
18/02/2023,2023,2,18,8.2,4,6.1,0,1.1,36
19/02/2023,2023,2,19,9.2,4.2,6.7,0,0.2,31
20/02/2023,2023,2,20,9.4,5.7,7.6,0,2.9,65
21/02/2023,2023,2,21,8,1.9,5,0,0.4,51
22/02/2023,2023,2,22,2.9,-2.3,0.3,0.2,0.2,45.75
23/02/2023,2023,2,23,2.2,-4.4,-1.1,0,0,42
24/02/2023,2023,2,24,0.2,-7.9,-3.9,0,0,52.666666666666664
25/02/2023,2023,2,25,2,-4.4,-1.2,4,6,33
26/02/2023,2023,2,26,6.1,0.2,3.2,6.7,6.9,60
27/02/2023,2023,2,27,3.7,0.1,1.9,2.3,3.3,31
28/02/2023,2023,2,28,3.7,0,1.9,12.6,14.8,41.333333333333336
03/01/2023,2023,3,1,5.4,-0.9,2.3,0,0.7,41.333333333333336
03/02/2023,2023,3,2,8.6,2.6,5.6,0,2.6,51
03/03/2023,2023,3,3,6.8,1.8,4.3,0,3,40
03/04/2023,2023,3,4,5.9,1.5,3.7,0.3,4.5,42
03/05/2023,2023,3,5,9.1,1.5,5.3,0,0,35
03/06/2023,2023,3,6,10.3,2.8,6.6,0,0.2,42
03/07/2023,2023,3,7,9.1,3.9,6.5,0,0,39
03/08/2023,2023,3,8,10.5,-0.9,4.8,0,0.4,38.5
03/09/2023,2023,3,9,10.8,2.4,6.6,0,0,32
03/10/2023,2023,3,10,8.6,2,5.3,0,0,32
03/11/2023,2023,3,11,8.7,3.2,6,0,2.4,32
03/12/2023,2023,3,12,9.9,2.4,6.2,0,4.9,47
13/03/2023,2023,3,13,10.3,4.5,7.4,0,7.3,48
14/03/2023,2023,3,14,10.1,1.6,5.9,0,0,40
15/03/2023,2023,3,15,9.3,1.2,5.3,0,0.8,41.75
16/03/2023,2023,3,16,8.5,-1.5,3.5,0,0,45
17/03/2023,2023,3,17,9.9,-0.4,4.8,0,0,44
18/03/2023,2023,3,18,13,2.7,7.9,0,0,40
19/03/2023,2023,3,19,11.2,2.4,6.8,0,0,41.220186987216174
20/03/2023,2023,3,20,11,6.3,8.7,0,4.2,41.220186987216174
21/03/2023,2023,3,21,11.5,5.7,8.6,0,0,31
22/03/2023,2023,3,22,12.3,0.6,6.5,0,0,31
23/03/2023,2023,3,23,9.8,6,7.9,0,0.2,41
24/03/2023,2023,3,24,9,2.3,5.7,0,0.3,32
25/03/2023,2023,3,25,7.7,1.3,4.5,0,2.9,36
26/03/2023,2023,3,26,9.2,0,4.6,0,0,36.333333333333336
27/03/2023,2023,3,27,10.5,1.3,5.9,0,0,36.333333333333336
28/03/2023,2023,3,28,16.7,0.3,8.5,0,0,54
29/03/2023,2023,3,29,12.7,2.2,7.5,0,0,33
30/03/2023,2023,3,30,12.274999999999999,0.9500000000000008,6.625000000000001,0,0,31
31/03/2023,2023,3,31,7.6,5.5,6.6,0,4,46
04/01/2023,2023,4,1,10.7,2.9,6.8,0,0,36
04/02/2023,2023,4,2,10.333333333333334,3.5333333333333345,6.966666666666668,0.4,8.1,36.5
04/03/2023,2023,4,3,8.7,0.8,4.8,0,0,37.666666666666664
04/04/2023,2023,4,4,10.7,1.7,6.2,0,0,41
04/05/2023,2023,4,5,10.9,0.8,5.9,0,0,36
04/06/2023,2023,4,6,10.9,6.7,8.8,0,9.9,48
04/07/2023,2023,4,7,14,8.5,11.3,0,5.2,44
04/08/2023,2023,4,8,9.5,7.2,8.4,0,4.4,51
04/09/2023,2023,4,9,11.6,7,9.3,0,9.1,59
04/10/2023,2023,4,10,10.6,4.8,7.7,0,0,50.5
04/11/2023,2023,4,11,10.9,5.1,8,0,6.2,44
04/12/2023,2023,4,12,11.2,-0.8,5.2,0,0,32
13/04/2023,2023,4,13,10.3,3.9,7.1,0,0,31
14/04/2023,2023,4,14,11.2,0.9,6.1,0,0,32
15/04/2023,2023,4,15,11.1,6,8.6,0,5,41
16/04/2023,2023,4,16,11.4,5.6,8.5,0,9.9,49
17/04/2023,2023,4,17,9.6,2.7,6.2,0,1.9,56
18/04/2023,2023,4,18,9.9,5,7.5,0,0.9,53
19/04/2023,2023,4,19,10.9,5,8,0,2.8,42
20/04/2023,2023,4,20,9.6,4,6.8,0,17.9,67
21/04/2023,2023,4,21,11.1,5.2,8.2,0,0.2,54.5
22/04/2023,2023,4,22,11.7,7.1,9.4,0,7.4,31
23/04/2023,2023,4,23,11.5,8.1,9.8,0,8.7,40
24/04/2023,2023,4,24,12.7,3.8,8.3,0,0.2,46
25/04/2023,2023,4,25,14.3,6.6,10.5,0,0,42
26/04/2023,2023,4,26,14.6,7.9,11.3,0,1.4,37.666666666666664
27/04/2023,2023,4,27,14.8,4.7,9.8,0,0,41
28/04/2023,2023,4,28,17,5.6,11.3,0,0,42
29/04/2023,2023,4,29,22.8,7.7,15.3,0,0,37
30/04/2023,2023,4,30,14.8,9.8,12.3,0,0,32
05/01/2023,2023,5,1,14.3,8.2,11.3,0,0,44
05/02/2023,2023,5,2,16.9,9.2,13.1,0,0,36
05/03/2023,2023,5,3,18.7,11.4,15.1,0,0,45
05/04/2023,2023,5,4,19.1,11.7,15.4,0,0,48
05/05/2023,2023,5,5,12.4,9.8,11.1,0,15.6,50
05/06/2023,2023,5,6,13.6,8.5,11.1,0,0,44.75
05/07/2023,2023,5,7,16,7.2,11.6,0,0,42
05/08/2023,2023,5,8,15.2,5.1,10.2,0,0,46.666666666666664
05/09/2023,2023,5,9,16.8,8.4,12.6,0,0,33
05/10/2023,2023,5,10,18.3,7,12.7,0,0,37.5
05/11/2023,2023,5,11,20.8,9.1,15,0,0,37.5
05/12/2023,2023,5,12,23.1,7.6,15.4,0,0,33
13/05/2023,2023,5,13,21.9,9.8,15.9,0,0,36
14/05/2023,2023,5,14,23.7,11.1,17.4,0,0,36
15/05/2023,2023,5,15,24.6,12.4,18.5,0,0,37
16/05/2023,2023,5,16,20.9,15.1,18,0,0,60
17/05/2023,2023,5,17,21.8,12.1,17,0,0,42.25
18/05/2023,2023,5,18,25.4,14.2,19.8,0,0,32
19/05/2023,2023,5,19,22.2,11.9,17.1,0,0,43
20/05/2023,2023,5,20,22.575,13.325000000000001,17.975,0,0,46
21/05/2023,2023,5,21,19.1,11.3,15.2,0,0,38
22/05/2023,2023,5,22,22.23333333333333,12.466666666666669,17.36666666666667,0,0.5,41
23/05/2023,2023,5,23,15,9.6,12.3,0,0,33
24/05/2023,2023,5,24,18.4,9.9,14.2,0,0,37.333333333333336
25/05/2023,2023,5,25,20.8,9.6,15.2,0,0,37.333333333333336
26/05/2023,2023,5,26,21.9,11.3,16.6,0,0,37
27/05/2023,2023,5,27,19.8,13.8,16.8,0,0,32
28/05/2023,2023,5,28,19.2,11.5,15.4,0,0,41
29/05/2023,2023,5,29,20.1,10.1,15.1,0,0,34
30/05/2023,2023,5,30,17.1,10.2,13.7,0,0,34
31/05/2023,2023,5,31,17.9,9.4,13.7,0,0,32
06/01/2023,2023,6,1,18.3,9,13.7,0,0,31
06/02/2023,2023,6,2,21.8,9,15.4,0,0,36
06/03/2023,2023,6,3,22.5,9.4,16,0,0,41
06/04/2023,2023,6,4,20.1,13.3,16.7,0,0,47
06/05/2023,2023,6,5,19.3,12,15.7,0,0,59
06/06/2023,2023,6,6,21.7,13.2,17.5,0,0,48
06/07/2023,2023,6,7,25.7,12.4,19.1,0,0,48.75
06/08/2023,2023,6,8,22.9,12.1,17.5,0,0,38
06/09/2023,2023,6,9,17.3,11.6,14.5,0,5.7,39
06/10/2023,2023,6,10,14.6,11.4,13,0,8.9,41.666666666666664
06/11/2023,2023,6,11,19.9,11.4,15.7,0,0,40
06/12/2023,2023,6,12,21.7,13.1,17.4,0,0,38
13/06/2023,2023,6,13,19.2,13.4,16.3,0,0.9,54
14/06/2023,2023,6,14,17,11.5,14.3,0,0,57
15/06/2023,2023,6,15,21,10.9,16,0,0,41
16/06/2023,2023,6,16,21.2,13.1,17.2,0,0,32
17/06/2023,2023,6,17,18.9,11.9,15.4,0,0,36
18/06/2023,2023,6,18,16.1,9.2,12.7,0,0,36
19/06/2023,2023,6,19,13.8,10.4,12.1,0,4.4,36.25
20/06/2023,2023,6,20,16.1,10.8,13.5,0,0,34.666666666666664
21/06/2023,2023,6,21,19.6,12.2,15.9,0,0,36
22/06/2023,2023,6,22,21.8,10.8,16.3,0,0,36
23/06/2023,2023,6,23,25.2,11.7,18.5,0,0,33
24/06/2023,2023,6,24,19.9,13.4,16.7,0,0,46
25/06/2023,2023,6,25,21.8,10.6,16.2,0,0,39.5
26/06/2023,2023,6,26,23.8,12,17.9,0,0,38
27/06/2023,2023,6,27,22.5,12.5,17.5,0,0,42
28/06/2023,2023,6,28,25.1,13.7,19.4,0,0,42
29/06/2023,2023,6,29,24.4,14.3,19.4,0,0,40.666666666666664
30/06/2023,2023,6,30,22,13.3,17.7,0,0,40.666666666666664
07/01/2023,2023,7,1,22.4,11.9,17.2,0,0,46
07/02/2023,2023,7,2,21.9,14.7,18.3,0,0,54
07/03/2023,2023,7,3,21.8,15,18.4,0,0,43
07/04/2023,2023,7,4,25,15.6,20.3,0,0,42
